GEO,POB,SEX,LMS,ROY,COC,AGE,TIME,PROVIDER,VALUE,FLAGS,FOOTNOTES
DEA2D,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2939,,,
DEA3,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,10805,,,
DEA31,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,297,,,
DEA32,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,663,,,
DEA33,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,727,,,
DEA34,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1420,,,
DEA35,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1664,,,
DEA36,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1489,,,
DEA37,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3127,,,
DEA38,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1418,,,
DEA4,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,17147,,,
DEA41,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,5538,,,
DEA42,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2910,,,
DEA43,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,712,,,
DEA44,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1539,,,
DEA45,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2950,,,
DEA46,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1298,,,
DEA47,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2200,,,
DEA5,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,19427,,,
DEA51,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,980,,,
DEA52,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2213,,,
DEA53,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3085,,,
DEA54,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2154,,,
DEA55,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,93,,,
DEA56,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1941,,,
DEA57,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1428,,,
DEA58,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2017,,,
DEA59,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,635,,,
DEA5A,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1492,,,
DEA5B,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1505,,,
DEA5C,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1884,,,
DEB,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,29253,,,
DEB1,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,11366,,,
DEB11,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,498,,,
DEB12,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,619,,,
DEB13,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1271,,,
DEB14,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,993,,,
DEB15,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,614,,,
DEB16,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,514,,,
DEB17,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2269,,,
DEB18,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1316,,,
DEB19,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1382,,,
DEB1A,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,700,,,
DEB1B,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1190,,,
DEB2,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2385,,,
DEB21,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,869,,,
DEB22,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,550,,,
DEB23,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,202,,,
DEB24,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,338,,,
DEB25,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,426,,,
DEB3,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,15502,,,
DEB31,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1048,,,
DEB32,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,915,,,
DEB33,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,225,,,
DEB34,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1056,,,
DEB35,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1319,,,
DEB36,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,837,,,
DEB37,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,206,,,
DEB38,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,988,,,
DEB39,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,700,,,
DEB3A,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,231,,,
DEB3B,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,785,,,
DEB3C,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,794,,,
DEB3D,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,764,,,
DEB3E,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1359,,,
DEB3F,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,973,,,
DEB3G,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,449,,,
DEB3H,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,488,,,
DEB3I,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1175,,,
DEB3J,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,819,,,
DEB3K,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,371,,,
DEC,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3064,,,
DEC0,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3064,,,
DEC01,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,770,,,
DEC02,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,333,,,
DEC03,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,616,,,
DEC04,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,679,,,
DEC05,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,427,,,
DEC06,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,239,,,
DED,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,8907,,,
DED2,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,5643,,,
DED21,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3475,,,
DED2C,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,597,,,
DED2D,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,611,,,
DED2E,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,579,,,
DED2F,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,381,,,
DED4,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2030,,,
DED41,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,213,,,
DED42,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,360,,,
DED43,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,684,,,
DED44,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,248,,,
DED45,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,525,,,
DED5,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1234,,,
DED51,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,437,,,
DED52,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,342,,,
DED53,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,455,,,
DEE,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,4726,,,
DEE0,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,4726,,,
DEE01,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,181,,,
DEE02,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1059,,,
DEE03,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,246,,,
DEE04,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,233,,,
DEE05,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,310,,,
DEE06,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,245,,,
DEE07,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,170,,,
DEE08,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,301,,,
DEE09,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,384,,,
DEE0A,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,479,,,
DEE0B,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,471,,,
DEE0C,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,256,,,
DEE0D,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,253,,,
DEE0E,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,138,,,
DEF,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,8446,,,
DEF0,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,8446,,,
DEF01,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,336,,,
DEF02,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2230,,,
DEF03,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,261,,,
DEF04,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,284,,,
DEF05,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,139,,,
DEF06,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,414,,,
DEF07,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,211,,,
DEF08,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,280,,,
DEF09,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2278,,,
DEF0A,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,162,,,
DEF0B,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,318,,,
DEF0C,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,153,,,
DEF0D,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,615,,,
DEF0E,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,208,,,
DEF0F,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,557,,,
DEG,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,4628,,,
DEG0,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,4628,,,
DEG01,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1046,,,
DEG02,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,310,,,
DEG03,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,491,,,
DEG04,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,97,,,
DEG05,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,81,,,
DEG06,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,148,,,
DEG07,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,185,,,
DEG09,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,94,,,
DEG0A,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,106,,,
DEG0B,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,240,,,
DEG0C,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,354,,,
DEG0D,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,50,,,
DEG0E,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,100,,,
DEG0F,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,173,,,
DEG0G,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,84,,,
DEG0H,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,136,,,
DEG0I,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,249,,,
DEG0J,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,71,,,
DEG0K,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,68,,,
DEG0L,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,238,,,
DEG0M,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,104,,,
DEG0N,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,104,,,
DEG0P,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,99,,,
DEZ,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,0,,,
DEZZ,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,0,,,
DEZZZ,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,0,,,
DE,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1179880,,,
DE1,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,170069,,,
DE11,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,64660,,,
DE111,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,5544,,,
DE112,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,6708,,,
DE113,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,8844,,,
DE114,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,4929,,,
DE115,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,9114,,,
DE116,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,7150,,,
DE117,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1395,,,
DE118,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,5431,,,
DE119,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2612,,,
DE11A,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3596,,,
DE11B,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2647,,,
DE11C,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1930,,,
DE11D,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,4760,,,
DE12,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,46851,,,
DE121,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,670,,,
DE122,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2860,,,
DE123,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,8737,,,
DE124,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3680,,,
DE125,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2204,,,
DE126,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,4826,,,
DE127,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1926,,,
DE128,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,9509,,,
DE129,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3366,,,
DE12A,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2425,,,
DE12B,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,4106,,,
DE12C,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2542,,,
DE13,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,32021,,,
DE131,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1533,,,
DE132,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3310,,,
DE133,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1820,,,
DE134,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,6117,,,
DE135,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2051,,,
DE136,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,5188,,,
DE137,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2914,,,
DE138,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3170,,,
DE139,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2852,,,
DE13A,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3066,,,
DE14,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,26537,,,
DE141,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2997,,,
DE142,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2297,,,
DE143,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3371,,,
DE144,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1624,,,
DE145,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3022,,,
DE146,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3842,,,
DE147,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2895,,,
DE148,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,4144,,,
DE149,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2345,,,
DE2,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,130040,,,
DE21,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,52480,,,
DE211,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1534,,,
DE212,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,17802,,,
DE213,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1027,,,
DE214,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1135,,,
DE215,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,851,,,
DE216,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1519,,,
DE217,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2227,,,
DE218,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1834,,,
DE219,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1290,,,
DE21A,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1130,,,
DE21B,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1672,,,
DE21C,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2202,,,
DE21D,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,952,,,
DE21E,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1332,,,
DE21F,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1167,,,
DE21G,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1490,,,
DE21H,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3499,,,
DE21I,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1111,,,
DE21J,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1472,,,
DE21K,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2812,,,
DE21L,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1434,,,
DE21M,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1475,,,
DE21N,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1513,,,
DE22,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,13463,,,
DE221,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,409,,,
DE222,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,572,,,
DE223,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,326,,,
DE224,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1043,,,
DE225,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,731,,,
DE226,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1006,,,
DE227,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1867,,,
DE228,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2087,,,
DE229,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,655,,,
DE22A,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2456,,,
DE22B,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1120,,,
DE22C,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1191,,,
DE23,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,10901,,,
DE231,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,309,,,
DE232,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1124,,,
DE233,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,577,,,
DE234,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,808,,,
DE235,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,2220,,,
DE236,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1320,,,
DE237,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,890,,,
DE238,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1504,,,
DE239,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1489,,,
DE23A,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,660,,,
DE24,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,9579,,,
DE241,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,309,,,
DE242,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,576,,,
DE243,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,343,,,
DE244,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,524,,,
DE245,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,949,,,
DE246,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1297,,,
DE247,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,629,,,
DE248,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1160,,,
DE249,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1010,,,
DE24A,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,654,,,
DE24B,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,798,,,
DE24C,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,595,,,
DE24D,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,735,,,
DE25,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,15346,,,
DE251,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,573,,,
DE252,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,898,,,
DE253,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1008,,,
DE254,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,3593,,,
DE255,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,466,,,
DE256,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1779,,,
DE257,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1015,,,
DE258,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1009,,,
DE259,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1471,,,
DE25A,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1205,,,
DE25B,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1382,,,
DE25C,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,947,,,
DE26,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,10722,,,
DE261,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,623,,,
DE262,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,815,,,
DE263,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1095,,,
DE264,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,1349,,,
DE265,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,812,,,
DE266,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,675,,,
DE267,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,837,,,
DE268,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,786,,,
DE269,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,884,,,
DE26A,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Germany,991,,,
