GEO,POB,SEX,LMS,ROY,COC,AGE,TIME,PROVIDER,VALUE,FLAGS,FOOTNOTES
ISZZZ,UNK,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Iceland,0,,,
IT,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,54630177,,,
ITC,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,14230102,,,
ITC1,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,3961557,,,
ITC11,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,2040087,,,
ITC12,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,162465,,,
ITC13,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,169510,,,
ITC14,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,148137,,,
ITC15,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,330783,,,
ITC16,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,529903,,,
ITC17,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,194409,,,
ITC18,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,386263,,,
ITC2,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,116137,,,
ITC20,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,116137,,,
ITC3,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,1432607,,,
ITC31,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,189640,,,
ITC32,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,257126,,,
ITC33,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,784267,,,
ITC34,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,201574,,,
ITC4,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,8719801,,,
ITC41,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,794622,,,
ITC42,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,536412,,,
ITC43,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,309829,,,
ITC44,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,169928,,,
ITC46,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,972939,,,
ITC47,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,1088545,,,
ITC48,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,488166,,,
ITC49,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,201755,,,
ITC4A,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,322290,,,
ITC4B,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,360412,,,
ITC4C,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,2698423,,,
ITC4D,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,776480,,,
ITF,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,13347233,,,
ITF1,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,1196766,,,
ITF11,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,273235,,,
ITF12,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,274703,,,
ITF13,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,290092,,,
ITF14,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,358736,,,
ITF2,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,295354,,,
ITF21,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,82010,,,
ITF22,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,213344,,,
ITF3,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,5545154,,,
ITF31,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,863064,,,
ITF32,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,272279,,,
ITF33,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,2965282,,,
ITF34,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,404885,,,
ITF35,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,1039644,,,
ITF4,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,3901090,,,
ITF43,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,570205,,,
ITF44,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,386253,,,
ITF45,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,758534,,,
ITF46,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,601478,,,
ITF47,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,1202851,,,
ITF48,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,381769,,,
ITF5,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,555323,,,
ITF51,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,363557,,,
ITF52,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,191766,,,
ITF6,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,1853546,,,
ITF61,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,670511,,,
ITF62,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,161955,,,
ITF63,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,341641,,,
ITF64,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,155899,,,
ITF65,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,523540,,,
ITG,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,6371490,,,
ITG1,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,4784803,,,
ITG11,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,412335,,,
ITG12,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,1200933,,,
ITG13,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,615444,,,
ITG14,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,420865,,,
ITG15,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,262006,,,
ITG16,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,165335,,,
ITG17,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,1040463,,,
ITG18,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,286153,,,
ITG19,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,381269,,,
ITG2,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,1586687,,,
ITG25,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,318620,,,
ITG26,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,153580,,,
ITG27,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,534183,,,
ITG28,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,159354,,,
ITG29,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,140231,,,
ITG2A,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,55349,,,
ITG2B,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,99446,,,
ITG2C,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,125924,,,
ITH,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,10190369,,,
ITH1,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,457010,,,
ITH10,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,457010,,,
ITH2,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,469520,,,
ITH20,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,469520,,,
ITH3,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,4351334,,,
ITH31,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,802039,,,
ITH32,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,762760,,,
ITH33,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,188603,,,
ITH34,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,767469,,,
ITH35,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,770021,,,
ITH36,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,833588,,,
ITH37,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,226854,,,
ITH4,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,1049810,,,
ITH41,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,266043,,,
ITH42,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,476529,,,
ITH43,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,122127,,,
ITH44,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,185111,,,
ITH5,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,3862695,,,
ITH51,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,247742,,,
ITH52,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,376103,,,
ITH53,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,455048,,,
ITH54,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,604201,,,
ITH55,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,874501,,,
ITH56,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,327004,,,
ITH57,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,342898,,,
ITH58,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,348968,,,
ITH59,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,286230,,,
ITI,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,10490983,,,
ITI1,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,3315592,,,
ITI11,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,184603,,,
ITI12,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,356380,,,
ITI13,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,260305,,,
ITI14,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,868020,,,
ITI15,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,214738,,,
ITI16,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,308926,,,
ITI17,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,375292,,,
ITI18,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,308021,,,
ITI19,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,238446,,,
ITI1A,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,200861,,,
ITI2,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,788655,,,
ITI21,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,581603,,,
ITI22,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,207052,,,
ITI3,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,1388063,,,
ITI31,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,323665,,,
ITI32,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,428147,,,
ITI33,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,284385,,,
ITI34,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,193231,,,
ITI35,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,158635,,,
ITI4,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,4998673,,,
ITI41,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,286347,,,
ITI42,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,143997,,,
ITI43,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,3602643,,,
ITI44,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,503172,,,
ITI45,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,462514,,,
ITZ,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,0,,,
ITZZ,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,0,,,
ITZZZ,NAT,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,0,,,
IT,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,4803567,,,
ITC,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,1535465,,,
ITC1,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,402359,,,
ITC11,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,207693,,,
ITC12,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,14476,,,
ITC13,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,12682,,,
ITC14,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,12127,,,
ITC15,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,34776,,,
ITC16,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,56475,,,
ITC17,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,23164,,,
ITC18,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,40966,,,
ITC2,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,10669,,,
ITC20,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,10669,,,
ITC3,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,138087,,,
ITC31,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,24862,,,
ITC32,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,23902,,,
ITC33,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,71567,,,
ITC34,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,17756,,,
ITC4,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,984350,,,
ITC41,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,77264,,,
ITC42,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,50323,,,
ITC43,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,26481,,,
ITC44,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,10886,,,
ITC46,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,113338,,,
ITC47,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,149499,,,
ITC48,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,47656,,,
ITC49,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,22000,,,
ITC4A,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,35333,,,
ITC4B,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,47924,,,
ITC4C,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,339997,,,
ITC4D,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,63649,,,
ITF,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,630198,,,
ITF1,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,110543,,,
ITF11,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,25108,,,
ITF12,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,31646,,,
ITF13,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,24569,,,
ITF14,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,29220,,,
ITF2,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,18306,,,
ITF21,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,5231,,,
ITF22,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,13075,,,
ITF3,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,221656,,,
ITF31,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,41857,,,
ITF32,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,12621,,,
ITF33,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,89674,,,
ITF34,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,24272,,,
ITF35,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,53232,,,
ITF4,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,151476,,,
ITF43,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,14444,,,
ITF44,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,14548,,,
ITF45,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,43484,,,
ITF46,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,24594,,,
ITF47,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,44452,,,
ITF48,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,9954,,,
ITF5,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,22713,,,
ITF51,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,14378,,,
ITF52,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,8335,,,
ITF6,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,105504,,,
ITF61,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,43519,,,
ITF62,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,8848,,,
ITF63,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,18200,,,
ITF64,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,7510,,,
ITF65,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,27427,,,
ITG,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,270776,,,
ITG1,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,218101,,,
ITG11,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,17582,,,
ITG12,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,42652,,,
ITG13,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,34380,,,
ITG14,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,25972,,,
ITG15,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,11093,,,
ITG16,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,8116,,,
ITG17,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,38303,,,
ITG18,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,21339,,,
ITG19,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,18664,,,
ITG2,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,52675,,,
ITG25,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,9423,,,
ITG26,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,5617,,,
ITG27,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,16397,,,
ITG28,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,4562,,,
ITG29,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,10270,,,
ITG2A,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,1980,,,
ITG2B,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,1810,,,
ITG2C,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,2616,,,
ITH,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,1257436,,,
ITH1,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,47633,,,
ITH10,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,47633,,,
ITH2,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,55312,,,
ITH20,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,55312,,,
ITH3,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,505876,,,
ITH31,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,98503,,,
ITH32,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,96445,,,
ITH33,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,21398,,,
ITH34,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,109321,,,
ITH35,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,76941,,,
ITH36,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,87773,,,
ITH37,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,15495,,,
ITH4,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,169175,,,
ITH41,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,44768,,,
ITH42,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,58901,,,
ITH43,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,18016,,,
ITH44,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,47490,,,
ITH5,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,479440,,,
ITH51,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,36874,,,
ITH52,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,51331,,,
ITH53,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,62268,,,
ITH54,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,81576,,,
ITH55,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,101742,,,
ITH56,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,26477,,,
ITH57,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,41863,,,
ITH58,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,41770,,,
ITH59,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,35539,,,
ITI,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,1109692,,,
ITI1,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,356610,,,
ITI11,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,15047,,,
ITI12,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,31947,,,
ITI13,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,27561,,,
ITI14,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,105125,,,
ITI15,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,31178,,,
ITI16,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,26321,,,
ITI17,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,35898,,,
ITI18,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,35655,,,
ITI19,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,28175,,,
ITI1A,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,19703,,,
ITI2,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,95613,,,
ITI21,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,74241,,,
ITI22,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,21372,,,
ITI3,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,153256,,,
ITI31,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,38918,,,
ITI32,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,45718,,,
ITI33,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,35222,,,
ITI34,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,17176,,,
ITI35,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,16222,,,
ITI4,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,504213,,,
ITI41,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,26517,,,
ITI42,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,11167,,,
ITI43,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,394822,,,
ITI44,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,41560,,,
ITI45,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,30147,,,
ITZ,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,0,,,
ITZZ,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,0,,,
ITZZZ,FOR,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,0,,,
IT,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,0,,,
ITC,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,0,,,
ITC1,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,0,,,
ITC11,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,0,,,
ITC12,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,0,,,
ITC13,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,0,,,
ITC14,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,0,,,
ITC15,OTH,T,TOTAL,TOTAL,TOTAL,TOTAL,2011,Italy,0,,,
